-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 0
-0.0, -0.0, 0.0, -0.0, 1
0.06, -0.69, 4.31, 46.87, 1
0.13, -0.72, 4.52, 67.22, 1
0.19, -0.39, 2.58, 65.93, 1
0.21, -0.09, 0.87, 58.83, 1
0.21, 0.05, 0.17, 54.89, 1
0.22, 0.1, 0.05, 54.18, 1
0.1, 1.55, -8.51, -38.64, 1
-0.05, 1.7, -9.35, -83.26, 1
-0.16, 1.07, -5.46, -81.62, 1
-0.21, 0.48, -1.92, -67.37, 1
-0.22, 0.15, -0.07, -56.16, 1
-0.22, 0.02, 0.44, -51.18, 1
-0.21, 0.0, 0.33, -50.44, 1
-0.09, -1.39, 8.59, 40.69, 1
0.06, -1.51, 9.25, 83.72, 1
0.17, -0.88, 5.32, 81.17, 1
0.21, -0.29, 1.83, 66.9, 1
0.22, 0.0, 0.19, 57.18, 1
0.11, 1.49, -8.6, -37.54, 1
-0.05, 1.65, -9.53, -83.53, 1
-0.16, 1.02, -5.61, -82.26, 1
-0.21, 0.42, -1.99, -67.81, 1
-0.22, 0.08, -0.09, -56.36, 1
-0.22, -0.02, 0.27, -52.74, 1
-0.22, -0.04, 0.11, -53.08, 0
-0.16, -0.77, 4.32, -6.8, 1
-0.02, -1.56, 9.01, 62.16, 1
0.11, -1.32, 7.51, 84.03, 1
0.19, -0.68, 3.61, 74.57, 1
0.22, -0.22, 0.91, 61.49, 0
0.17, 0.63, -4.0, 11.84, 1
0.03, 1.49, -9.1, -60.26, 1
-0.1, 1.29, -7.81, -84.71, 1
-0.19, 0.63, -3.82, -75.59, 1
-0.22, 0.15, -1.01, -62.15, 1
-0.22, -0.04, -0.02, -55.62, 0
-0.16, -0.81, 4.39, -7.69, 0
-0.08, -0.9, 4.78, 15.03, 1
0.04, -1.39, 7.7, 66.64, 1
0.14, -1.07, 5.73, 78.19, 1
0.2, -0.54, 2.55, 68.85, 1
0.22, -0.18, 0.51, 58.32, 1
0.22, -0.02, -0.28, 52.28, 0
0.16, 0.7, -4.41, 6.06, 0
0.08, 0.77, -4.66, -15.21, 0
0.02, 0.48, -2.73, -14.43, 0
-0.0, 0.2, -0.92, -6.99, 0
-0.01, 0.06, 0.01, -1.17, 0
-0.0, 0.01, 0.25, 1.27, 0
0.0, 0.01, 0.24, 2.08, 0
0.0, 0.02, 0.16, 2.03, 0
0.0, 0.03, 0.08, 1.71, 0
0.0, 0.03, 0.05, 1.49, 0
0.0, 0.03, 0.04, 1.48, 0
0.0, 0.03, 0.04, 1.49, 0
0.0, 0.02, 0.04, 1.49, 0
0.0, 0.02, 0.04, 1.49, 0
0.0, 0.02, 0.04, 1.48, 0
0.0, 0.02, 0.04, 1.48, 0
0.0, 0.02, 0.04, 1.48, 0
0.0, 0.02, 0.04, 1.48, 0
0.0, 0.02, 0.04, 1.48, 0
0.0, 0.02, 0.04, 1.48, 0
0.0, 0.01, 0.04, 1.48, 0
0.0, 0.01, 0.04, 1.48, 0
0.0, 0.01, 0.04, 1.48, 0
0.0, 0.01, 0.04, 1.48, 0
0.0, 0.01, 0.04, 1.48, 0
0.0, 0.01, 0.04, 1.48, 0
0.0, 0.01, 0.04, 1.48, 0
0.0, 0.01, 0.04, 1.48, 0
0.0, 0.0, 0.04, 1.48, 0
0.0, 0.0, 0.04, 1.48, 0
0.0, 0.0, 0.04, 1.48, 0
0.0, 0.0, 0.04, 1.48, 0
0.0, 0.0, 0.04, 1.47, 0
0.0, 0.0, 0.03, 1.42, 0
0.0, 0.0, 0.03, 1.38, 0
0.0, 0.0, 0.03, 1.34, 0
0.0, 0.0, 0.02, 1.3, 0
0.0, 0.0, 0.02, 1.25, 0
0.0, 0.0, 0.02, 1.2, 0
0.0, 0.0, 0.02, 1.14, 0
0.0, 0.0, 0.01, 1.09, 1
-0.06, 0.71, -4.39, -46.71, 1
-0.13, 0.74, -4.61, -67.52, 1
-0.19, 0.4, -2.64, -66.23, 1
-0.21, 0.1, -0.89, -59.0, 0
-0.16, -0.72, 3.84, -11.3, 0
-0.09, -0.86, 4.55, 12.63, 0
-0.03, -0.62, 2.91, 14.42, 0
-0.0, -0.34, 1.1, 7.69, 0
0.0, -0.18, 0.08, 1.7, 0
0.0, -0.13, -0.22, -0.96, 0
-0.0, -0.12, -0.24, -1.96, 0
-0.0, -0.13, -0.17, -2.03, 0
-0.0, -0.14, -0.09, -1.74, 0
-0.0, -0.14, -0.05, -1.5, 0
-0.0, -0.14, -0.04, -1.48, 0
-0.0, -0.14, -0.04, -1.49, 0
-0.0, -0.14, -0.04, -1.49, 0
-0.0, -0.14, -0.04, -1.49, 0
-0.0, -0.13, -0.04, -1.49, 0
-0.0, -0.13, -0.04, -1.48, 0
-0.0, -0.13, -0.04, -1.48, 0
-0.0, -0.13, -0.04, -1.48, 0
-0.0, -0.13, -0.04, -1.48, 0
-0.0, -0.13, -0.04, -1.48, 0
-0.0, -0.13, -0.04, -1.48, 0
-0.0, -0.13, -0.04, -1.48, 0
-0.0, -0.12, -0.04, -1.48, 0
-0.0, -0.12, -0.04, -1.48, 0
-0.0, -0.12, -0.04, -1.48, 0
-0.0, -0.12, -0.04, -1.48, 0
-0.0, -0.12, -0.04, -1.48, 0
-0.0, -0.12, -0.04, -1.48, 0
-0.0, -0.12, -0.04, -1.48, 1
0.05, -0.83, 4.4, 46.56, 1
0.13, -0.86, 4.63, 67.54, 1
0.19, -0.53, 2.66, 66.29, 1
0.21, -0.22, 0.89, 59.05, 1
0.21, -0.04, -0.02, 53.37, 1
0.21, 0.01, -0.09, 52.36, 0
0.15, 0.73, -4.24, 6.75, 0
0.08, 0.81, -4.56, -14.51, 0
0.02, 0.53, -2.7, -14.12, 0
0.0, 0.26, -0.93, -6.93, 0
-0.0, 0.12, 0.0, -1.17, 0
-0.0, 0.07, 0.24, 1.24, 0
0.0, 0.07, 0.24, 2.05, 0
0.0, 0.08, 0.16, 2.01, 0
0.0, 0.08, 0.08, 1.7, 0
0.0, 0.09, 0.05, 1.49, 0
0.0, 0.08, 0.04, 1.48, 0
0.0, 0.08, 0.04, 1.49, 0
0.0, 0.08, 0.04, 1.49, 0
0.0, 0.08, 0.04, 1.49, 0
0.0, 0.08, 0.04, 1.48, 0
0.0, 0.08, 0.04, 1.48, 0
0.0, 0.08, 0.04, 1.48, 0
0.0, 0.08, 0.04, 1.48, 0
0.0, 0.08, 0.04, 1.48, 0
0.0, 0.07, 0.04, 1.48, 0
0.0, 0.07, 0.04, 1.48, 0
0.0, 0.07, 0.04, 1.48, 0
0.0, 0.07, 0.04, 1.48, 0
0.0, 0.07, 0.04, 1.48, 0
0.0, 0.07, 0.04, 1.48, 0
0.0, 0.07, 0.04, 1.48, 0
0.0, 0.07, 0.04, 1.48, 0
0.0, 0.06, 0.04, 1.48, 0
0.0, 0.06, 0.04, 1.48, 0
0.0, 0.06, 0.04, 1.48, 0
0.0, 0.06, 0.04, 1.48, 0
0.0, 0.06, 0.04, 1.48, 0
0.0, 0.06, 0.04, 1.48, 0
0.0, 0.06, 0.04, 1.48, 0
0.0, 0.06, 0.04, 1.48, 0
0.0, 0.05, 0.04, 1.48, 0
0.0, 0.05, 0.04, 1.48, 0
0.0, 0.05, 0.04, 1.48, 0
0.0, 0.05, 0.04, 1.48, 0
0.0, 0.05, 0.04, 1.48, 0
0.0, 0.05, 0.04, 1.48, 1
0.06, -0.63, 4.23, 47.17, 1
0.14, -0.65, 4.41, 66.89, 1
0.19, -0.33, 2.51, 65.56, 0
0.16, 0.58, -2.81, 18.09, 0
0.09, 0.83, -4.13, -8.07, 0
0.04, 0.66, -2.99, -13.42, 0
0.01, 0.4, -1.29, -8.17, 0
-0.0, 0.24, -0.21, -2.37, 0
-0.0, 0.17, 0.19, 0.81, 0
0.0, 0.16, 0.23, 1.85, 1
0.06, -0.51, 4.38, 47.92, 0
0.07, 0.27, -0.45, 13.99, 0
0.05, 0.46, -1.51, 0.51, 0
0.02, 0.44, -1.32, -4.0, 0
0.01, 0.35, -0.68, -2.97, 0
0.0, 0.27, -0.17, -0.61, 0
0.0, 0.24, 0.06, 0.91, 1
-0.06, 0.94, -4.33, -46.56, 1
-0.13, 0.97, -4.56, -67.3, 1
-0.19, 0.64, -2.62, -66.1, 1
-0.21, 0.34, -0.88, -58.95, 1
-0.21, 0.16, 0.02, -53.34, 1
-0.21, 0.08, 0.24, -51.01, 0
-0.15, -0.62, 4.29, -5.95, 0
-0.08, -0.69, 4.53, 14.73, 0
-0.02, -0.4, 2.65, 13.99, 0
0.0, -0.13, 0.9, 6.77, 0
0.0, 0.0, 0.03, 1.42, 0
0.0, 0.0, 0.03, 1.38, 0
0.0, 0.0, 0.02, 1.33, 0
0.0, 0.0, 0.02, 1.28, 0
0.0, 0.0, 0.02, 1.23, 0
0.0, 0.0, 0.02, 1.18, 0
0.0, 0.0, 0.01, 1.13, 0
