0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
0,-0.0
-0.04,-0.0
-0.14,-0.03
-0.24,-0.08
-0.34,-0.15
-0.44,-0.23
-0.54,-0.32
-0.64,-0.41
-0.74,-0.51
-0.84,-0.61
-0.94,-0.71
-1.04,-0.82
-1.14,-0.92
-1.21,-1.02
-1.21,-1.11
-1.21,-1.17
-1.21,-1.21
-1.21,-1.22
-1.21,-1.22
-1.16,-1.22
-1.06,-1.2
-0.96,-1.16
-0.86,-1.1
-0.76,-1.02
-0.66,-0.94
-0.56,-0.85
-0.46,-0.76
-0.36,-0.66
-0.26,-0.56
-0.16,-0.46
-0.06,-0.36
0.04,-0.26
0.14,-0.15
0.24,-0.05
0.34,0.06
0.44,0.17
0.54,0.27
0.64,0.38
0.74,0.49
0.84,0.59
0.94,0.7
1.04,0.8
1.14,0.91
1.24,1.02
1.34,1.12
1.44,1.23
1.41,1.32
1.31,1.36
1.21,1.34
1.11,1.3
1.01,1.24
0.91,1.17
0.81,1.09
0.71,1.0
0.73,0.92
0.83,0.89
0.93,0.9
1.03,0.94
1.13,1.01
1.23,1.08
1.33,1.17
1.27,1.24
1.17,1.25
1.07,1.23
0.97,1.18
0.87,1.11
0.77,1.04
0.67,0.95
0.57,0.86
0.47,0.77
0.37,0.67
0.27,0.57
0.17,0.47
0.07,0.37
-0.03,0.26
-0.13,0.16
-0.23,0.05
-0.33,-0.05
-0.43,-0.16
-0.53,-0.26
-0.63,-0.37
-0.73,-0.48
-0.83,-0.58
-0.93,-0.69
-1.03,-0.8
-1.13,-0.9
-1.23,-1.01
-1.25,-1.11
-1.25,-1.18
-1.25,-1.23
-1.25,-1.26
-1.25,-1.26
-1.25,-1.26
-1.25,-1.26
-1.25,-1.26
-1.25,-1.26
-1.25,-1.26
-1.22,-1.26
-1.12,-1.25
-1.02,-1.21
-0.92,-1.15
-0.82,-1.08
-0.72,-1.0
-0.62,-0.91
-0.52,-0.82
-0.42,-0.72
-0.32,-0.62
-0.22,-0.52
-0.12,-0.42
-0.02,-0.32
0.08,-0.21
0.18,-0.11
0.28,-0.0
0.38,0.1
0.48,0.21
0.58,0.32
0.68,0.42
0.78,0.53
0.88,0.64
0.98,0.74
1.08,0.85
1.18,0.96
1.28,1.06
1.36,1.17
1.36,1.25
1.36,1.31
1.36,1.36
1.36,1.37
1.36,1.37
1.36,1.37
1.36,1.37
1.36,1.37
1.35,1.37
1.25,1.37
1.15,1.33
1.05,1.28
0.95,1.21
0.97,1.14
1.07,1.12
1.17,1.14
1.27,1.19
1.37,1.26
1.47,1.33
1.51,1.41
1.43,1.46
1.33,1.45
1.23,1.42
1.13,1.36
1.03,1.29
0.93,1.21
0.83,1.12
0.81,1.04
0.81,0.98
0.81,0.94
0.81,0.92
0.81,0.9
0.81,0.89
0.81,0.88
0.81,0.87
0.81,0.86
0.81,0.86
0.81,0.85
0.81,0.85
0.81,0.85
0.81,0.85
0.81,0.85
0.81,0.85
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.81,0.84
0.83,0.84
0.93,0.87
0.96,0.92
0.96,0.95
0.96,0.96
0.96,0.96
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
0.96,0.97
