10,5.5
20,8.67
30,12.25
40,10.8
50,14.33
60,15.14
70,13.62
80,13.22
90,13.9
100,14.1
110,15.3
120,16.3
130,14.9
140,14.6
150,12.9
160,14.7
170,15.4
180,15.1
190,14.9
200,17.3
210,16.0
220,16.2
230,16.9
240,20.7
250,20.1
260,17.2
270,16.7
280,21.2
290,21.6
300,19.9
310,21.6
320,19.2
330,21.9
340,19.5
350,23.8
360,24.3
370,27.9
380,28.7
390,35.1
400,36.5
410,38.2
420,40.1
430,36.3
440,35.6
450,36.4
460,38.2
470,35.7
480,33.1
490,25.7
500,25.8
510,22.8
520,24.7
530,24.4
540,25.4
550,28.3
560,34.7
570,35.6
580,34.3
590,35.7
600,34.0
610,35.2
620,35.8
630,35.8
640,35.8
650,27.1
660,19.2
670,22.8
680,24.8
690,25.0
700,25.0
710,24.2
720,22.3
730,24.1
740,25.6
750,26.6
760,26.3
770,23.1
780,24.7
790,23.6
800,24.5
810,24.4
820,26.7
830,26.5
840,32.0
850,31.8
860,30.6
870,30.6
880,30.9
890,32.7
900,36.3
910,36.9
920,36.5
930,39.6
940,36.1
950,38.3
960,41.6
970,39.4
980,35.8
990,36.4
1000,34.2
1010,38.8
1020,35.0
1030,31.7
1040,28.4
1050,25.5
1060,22.3
1070,24.3
1080,25.1
1090,21.2
1100,19.8
1110,17.6
1120,17.2
1130,19.1
1140,20.8
1150,21.6
1160,21.6
1170,22.8
1180,21.6
1190,27.4
1200,28.3
1210,31.6
1220,31.4
1230,28.3
1240,25.7
1250,28.2
1260,29.4
1270,30.7
1280,28.9
1290,26.5
1300,25.8
1310,22.3
1320,23.4
1330,25.2
1340,25.8
1350,24.4
1360,24.2
1370,19.7
1380,20.2
1390,21.3
1400,24.2
1410,21.9
1420,25.4
1430,23.6
1440,30.2
1450,33.6
1460,36.3
1470,40.5
1480,49.6
1490,46.4
1500,44.8
1510,46.1
1520,41.6
1530,42.6
1540,38.2
1550,41.7
1560,41.0
1570,36.9
1580,31.2
1590,33.0
1600,30.1
1610,33.9
1620,34.9
1630,33.9
1640,35.1
1650,27.2
1660,28.8
1670,30.5
1680,28.3
1690,25.8
1700,29.8
1710,22.9
1720,25.0
1730,24.9
1740,22.5
1750,26.3
1760,27.5
