100,9.5
200,7.33
300,12.0
400,13.2
500,11.83
600,21.43
700,24.12
800,41.67
900,40.8
1000,50.09
1100,58.92
1200,56.46
1300,56.14
1400,60.2
1500,61.12
1600,59.53
1700,60.44
1800,57.74
1900,57.55
2000,63.0
2100,60.64
2200,58.35
2300,62.62
2400,62.6
2500,60.27
2600,59.96
2700,57.89
2800,60.55
2900,58.6
3000,56.77
3100,68.31
3200,68.61
3300,80.29
3400,78.06
3500,76.94
3600,81.03
3700,110.97
3800,110.26
3900,112.98
4000,131.54
4100,132.55
4200,143.26
4300,140.05
4400,137.51
4500,139.54
4600,144.68
4700,146.52
4800,145.49
4900,144.54
5000,148.67
5100,151.0
5200,155.92
5300,156.5
5400,154.82
5500,157.8
5600,155.07
5700,154.86
5800,158.92
5900,156.3
6000,153.77
6100,156.05
6200,160.6
6300,161.61
6400,184.57
6500,189.45
6600,189.31
6700,194.87
6800,196.2
6900,194.91
7000,192.2
7100,189.56
7200,196.53
7300,209.66
7400,210.17
7500,210.16
7600,211.73
7700,217.65
7800,221.54
7900,238.28
8000,237.47
8100,247.72
8200,252.37
8300,254.61
8400,252.75
8500,249.95
8600,252.62
8700,249.88
8800,247.11
8900,246.14
9000,245.68
9100,263.98
9200,261.18
9300,262.23
