100,10.0
200,7.67
300,12.5
400,12.8
500,11.17
600,11.0
700,10.62
800,12.22
900,12.9
1000,13.82
1100,13.25
1200,14.54
1300,14.14
1400,13.87
1500,13.69
1600,23.35
1700,22.28
1800,23.0
1900,27.05
2000,26.1
2100,25.73
2200,24.78
2300,23.96
2400,25.64
2500,24.88
2600,27.7
2700,27.18
2800,31.14
2900,30.17
3000,29.32
3100,28.53
3200,27.88
3300,28.06
3400,30.97
3500,36.78
3600,40.76
3700,39.79
3800,47.0
3900,47.7
4000,46.66
4100,50.29
4200,54.21
4300,57.02
4400,57.84
4500,57.41
4600,57.15
4700,58.27
4800,57.16
4900,62.2
5000,65.88
5100,64.67
5200,63.53
5300,62.43
5400,65.49
5500,64.39
5600,67.51
5700,66.41
5800,65.36
5900,67.28
6000,67.51
6100,68.94
6200,67.92
6300,66.92
6400,73.97
6500,77.12
6600,80.96
6700,85.76
6800,84.61
6900,89.36
7000,92.48
7100,97.28
7200,96.1
7300,98.01
7400,100.61
7500,104.92
7600,114.43
7700,119.23
7800,122.32
7900,120.82
8000,126.15
8100,130.99
8200,129.45
8300,127.94
8400,136.18
8500,143.73
8600,144.86
8700,143.25
8800,148.91
8900,157.82
9000,168.2
9100,167.12
9200,165.38
9300,163.64
9400,164.43
9500,169.57
9600,172.86
9700,178.97
9800,180.35
9900,178.58
10000,178.72
10100,178.54
10200,180.68
10300,183.93
10400,183.89
10500,190.11
10600,190.32
10700,190.27
10800,192.34
10900,200.41
11000,208.7
11100,208.72
11200,208.45
11300,213.11
11400,213.04
11500,212.98
11600,211.3
11700,211.37
11800,211.04
11900,214.59
12000,214.55
12100,218.91
12200,218.92
12300,220.96
12400,220.35
12500,224.57
12600,225.67
12700,232.53
12800,235.99
12900,244.57
13000,248.31
13100,248.39
13200,250.7
13300,250.4
13400,249.14
13500,252.95
13600,251.15
13700,253.77
13800,254.55
13900,253.83
14000,253.82
14100,251.89
14200,249.73
14300,250.71
14400,255.38
14500,275.73
14600,281.57
14700,283.12
14800,283.11
14900,283.52
15000,281.11
15100,281.15
15200,281.89
15300,281.88
15400,285.44
15500,285.45
15600,283.07
15700,284.94
15800,286.23
15900,286.9
16000,286.13
16100,284.6
16200,286.44
16300,293.35
16400,290.84
16500,291.36
16600,292.11
16700,292.84
16800,293.85
16900,296.41
17000,293.33
17100,295.32
17200,298.39
17300,296.05
17400,298.75
17500,294.55
17600,289.25
17700,284.38
17800,285.32
17900,285.33
18000,283.4
18100,282.25
18200,286.37
18300,286.39
18400,281.99
18500,279.09
18600,279.47
18700,282.43
18800,283.75
18900,274.31
19000,266.51
19100,269.73
19200,272.09
19300,278.72
19400,276.36
19500,269.81
19600,264.98
19700,259.52
19800,263.94
19900,264.02
20000,263.93
20100,263.97
20200,270.22
20300,270.71
20400,278.35
20500,278.7
20600,286.99
20700,286.99
20800,290.43
20900,282.21
21000,273.71
21100,273.81
21200,273.97
21300,272.6
21400,272.61
21500,276.77
21600,276.72
21700,276.64
21800,290.0
21900,288.26
22000,297.17
22100,297.65
22200,302.66
22300,304.91
22400,309.04
22500,304.79
22600,302.77
22700,298.76
22800,297.76
22900,293.47
23000,289.83
23100,296.66
23200,298.23
23300,298.36
23400,303.64
23500,297.46
23600,308.51
23700,305.88
23800,301.92
23900,305.61
24000,305.6
24100,305.57
24200,305.57
24300,309.99
24400,307.89
24500,291.94
24600,290.32
24700,287.69
24800,298.59
24900,304.2
25000,304.33
25100,304.33
25200,308.04
25300,311.16
25400,309.36
25500,312.72
25600,316.8
25700,314.92
25800,318.1
25900,320.4
26000,320.42
26100,324.71
26200,322.85
26300,315.95
26400,313.59
26500,317.31
26600,313.35
26700,308.59
26800,307.58
26900,301.7
27000,303.17
27100,300.54
27200,303.74
27300,303.79
27400,310.09
27500,310.05
27600,307.08
27700,310.48
27800,310.17
27900,312.26
28000,312.48
28100,308.45
28200,304.38
28300,304.47
28400,304.5
28500,299.6
28600,296.91
28700,294.15
28800,289.19
28900,289.23
29000,289.54
29100,288.5
29200,291.01
29300,289.48
29400,292.67
29500,297.14
29600,297.11
29700,298.53
29800,291.06
29900,290.97
30000,291.99
30100,291.95
30200,284.8
30300,280.81
30400,277.94
30500,273.55
30600,268.0
30700,268.05
30800,270.23
30900,274.72
31000,279.04
31100,284.57
31200,284.49
31300,284.37
31400,284.49
31500,291.3
31600,295.86
31700,299.7
31800,289.81
31900,287.06
32000,278.31
32100,273.35
32200,268.33
